,tweet_id,name,verified,created_at,retweet_count,favorite_count,followers_count,hashtags,text,clean_text,textblob_sentiment,textblob_summary,vader_sentiment_pos,vader_sentiment_neg,vader_sentiment_neu,vader_sentiment_compound,vader_summary
2496,485,OKX_Latinoamérica,True,2022-03-09 15:58:38+00:00,67,142,4035,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]","🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",['🐶 ¿de qué equipo eres 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars #shib… httpstcofcij9ktjid'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2497,486,SlumDOGE Millionaire,True,2022-03-09 05:34:35+00:00,100,812,215252,"[{'text': 'dogecoin', 'indices': [89, 98]}]",We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,['we honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train when i sa… httpstcono8fnrgvkr'],0.36818181818181817,Positive,0.216,0.0,0.784,0.7003,Positive
2573,562,OKX_Brasil (antiga OKEx),True,2022-03-09 15:55:52+00:00,307,655,4541,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]","🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",['🐶 de qual time você faz parte 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars… httpstconsydkbvt8w'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2574,563,Shannon Bray,True,2022-03-09 17:36:22+00:00,160,272,64683,"[{'text': 'BlueSparrow', 'indices': [21, 33]}, {'text': 'shib', 'indices': [35, 40]}, {'text': 'Cronos', 'indices': [42, 49]}, {'text': 'CRO', 'indices': [51, 55]}, {'text': 'Saitama', 'indices': [58, 66]}, {'text': 'VVS', 'indices': [68, 72]}, {'text': 'Bezoge', 'indices': [74, 81]}, {'text': 'Bone', 'indices': [83, 88]}, {'text': 'dogecoin', 'indices': [90, 99]}]","Bags Reloaded Today: #BlueSparrow, #shib, #Cronos (#CRO), #Saitama, #VVS, #Bezoge, #Bone, #dogecoin 

What else is… https://t.co/l84jSgsF75",['bags reloaded today #bluesparrow #shib #cronos #cro #saitama #vvs #bezoge #bone #dogecoin \r\n\r\nwhat else is… httpstcol84jsgsf75'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2576,565,OKX_Latinoamérica,True,2022-03-09 15:58:38+00:00,67,142,4035,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]","🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",['🐶 ¿de qué equipo eres 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars #shib… httpstcofcij9ktjid'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2577,566,SlumDOGE Millionaire,True,2022-03-09 05:34:35+00:00,100,812,215252,"[{'text': 'dogecoin', 'indices': [89, 98]}]",We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,['we honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train when i sa… httpstcono8fnrgvkr'],0.36818181818181817,Positive,0.216,0.0,0.784,0.7003,Positive
2578,567,OKX_Brasil (antiga OKEx),True,2022-03-09 15:55:52+00:00,307,655,4541,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]","🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",['🐶 de qual time você faz parte 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars… httpstconsydkbvt8w'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2579,568,OKX_Brasil (antiga OKEx),True,2022-03-09 10:00:01+00:00,246,724,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/vSoGreopjJ",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstcovsogreopjj'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2580,569,OKX_Latinoamérica,True,2022-03-09 15:58:38+00:00,67,142,4035,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]","🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",['🐶 ¿de qué equipo eres 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars #shib… httpstcofcij9ktjid'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2581,570,SlumDOGE Millionaire,True,2022-03-09 05:34:35+00:00,100,812,215252,"[{'text': 'dogecoin', 'indices': [89, 98]}]",We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,['we honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train when i sa… httpstcono8fnrgvkr'],0.36818181818181817,Positive,0.216,0.0,0.784,0.7003,Positive
2661,650,OKX_Brasil (antiga OKEx),True,2022-03-09 15:55:52+00:00,307,655,4541,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]","🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",['🐶 de qual time você faz parte 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars… httpstconsydkbvt8w'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2662,651,Shannon Bray,True,2022-03-09 17:36:22+00:00,160,272,64683,"[{'text': 'BlueSparrow', 'indices': [21, 33]}, {'text': 'shib', 'indices': [35, 40]}, {'text': 'Cronos', 'indices': [42, 49]}, {'text': 'CRO', 'indices': [51, 55]}, {'text': 'Saitama', 'indices': [58, 66]}, {'text': 'VVS', 'indices': [68, 72]}, {'text': 'Bezoge', 'indices': [74, 81]}, {'text': 'Bone', 'indices': [83, 88]}, {'text': 'dogecoin', 'indices': [90, 99]}]","Bags Reloaded Today: #BlueSparrow, #shib, #Cronos (#CRO), #Saitama, #VVS, #Bezoge, #Bone, #dogecoin 

What else is… https://t.co/l84jSgsF75",['bags reloaded today #bluesparrow #shib #cronos #cro #saitama #vvs #bezoge #bone #dogecoin \r\n\r\nwhat else is… httpstcol84jsgsf75'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2664,653,OKX_Latinoamérica,True,2022-03-09 15:58:38+00:00,67,142,4035,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]","🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",['🐶 ¿de qué equipo eres 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars #shib… httpstcofcij9ktjid'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2665,654,SlumDOGE Millionaire,True,2022-03-09 05:34:35+00:00,100,812,215252,"[{'text': 'dogecoin', 'indices': [89, 98]}]",We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,['we honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train when i sa… httpstcono8fnrgvkr'],0.36818181818181817,Positive,0.216,0.0,0.784,0.7003,Positive
2666,655,OKX_Brasil (antiga OKEx),True,2022-03-09 15:55:52+00:00,307,655,4541,"[{'text': 'BABYDOGE', 'indices': [53, 62]}, {'text': 'doge', 'indices': [73, 78]}, {'text': 'dogecoin', 'indices': [79, 88]}, {'text': 'dogearmy', 'indices': [89, 98]}, {'text': 'dogelonmars', 'indices': [99, 111]}]","🐶 De qual time você faz parte? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars… https://t.co/NsyDKbvT8w",['🐶 de qual time você faz parte 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars… httpstconsydkbvt8w'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2667,656,OKX_Brasil (antiga OKEx),True,2022-03-09 10:00:01+00:00,246,724,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/vSoGreopjJ",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstcovsogreopjj'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2668,657,OKX_Latinoamérica,True,2022-03-09 15:58:38+00:00,67,142,4035,"[{'text': 'BABYDOGE', 'indices': [45, 54]}, {'text': 'doge', 'indices': [65, 70]}, {'text': 'dogecoin', 'indices': [71, 80]}, {'text': 'dogearmy', 'indices': [81, 90]}, {'text': 'dogelonmars', 'indices': [91, 103]}, {'text': 'SHIB', 'indices': [104, 109]}]","🐶 ¿De qué equipo eres? 🤔👇

$DOGE ⚔️ $SHIB ⚔️ #BABYDOGE ⚔️ $ELON

#doge #dogecoin #dogearmy #dogelonmars #SHIB… https://t.co/FCiJ9kTJId",['🐶 ¿de qué equipo eres 🤔👇\r\n\r\ndoge ⚔️ shib ⚔️ #babydoge ⚔️ elon\r\n\r\n#doge #dogecoin #dogearmy #dogelonmars #shib… httpstcofcij9ktjid'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2669,658,SlumDOGE Millionaire,True,2022-03-09 05:34:35+00:00,100,812,215252,"[{'text': 'dogecoin', 'indices': [89, 98]}]",We honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train. When I sa… https://t.co/nO8fnrGvKR,['we honestly have to look at this as an opportunity for new investors to get on board the #dogecoin train when i sa… httpstcono8fnrgvkr'],0.36818181818181817,Positive,0.216,0.0,0.784,0.7003,Positive
2794,68,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
2795,69,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
2825,99,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
2826,100,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
2827,101,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2858,132,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
2859,133,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
2860,134,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2904,178,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
2905,179,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
2906,180,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
2961,235,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
2962,236,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
2963,237,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
3027,301,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
3028,302,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
3029,303,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
3098,372,Shibetoshi Nakamoto,True,2022-03-10 18:30:24+00:00,270,1109,1194542,"[{'text': 'dogecoin', 'indices': [0, 9]}]",#dogecoin payments at https://t.co/xSAGycLof5 is live ~ just select BitPay at checkout https://t.co/sDdRGdHYfS,['#dogecoin payments at httpstcoxsagyclof5 is live  just select bitpay at checkout httpstcosddrgdhyfs'],0.13636363636363635,Positive,0.0,0.0,1.0,0.0,Neutral
3099,373,OKX_Brasil (antiga OKEx),True,2022-03-10 13:00:01+00:00,72,484,4541,"[{'text': 'memecoin', 'indices': [5, 14]}, {'text': 'dogecoin', 'indices': [58, 67]}, {'text': 'dogearmy', 'indices': [68, 77]}, {'text': 'SHIB', 'indices': [78, 83]}, {'text': 'SHIBARMY', 'indices': [84, 93]}, {'text': 'SHIBARAMY', 'indices': [94, 104]}, {'text': 'ShibaInu', 'indices': [105, 114]}]","Qual #memecoin tem a comunidade mais forte no Twitter? 🤔

#dogecoin #dogearmy #SHIB #SHIBARMY #SHIBARAMY #ShibaInu… https://t.co/9eq7nIpaqV",['qual #memecoin tem a comunidade mais forte no twitter 🤔\r\n\r\n#dogecoin #dogearmy #shib #shibarmy #shibaramy #shibainu… httpstco9eq7nipaqv'],0.0,Neutral,0.0,0.136,0.864,-0.296,Negative
3100,374,OKX_Brasil (antiga OKEx),True,2022-03-10 14:00:03+00:00,205,615,4541,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]","📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/7UEewcvGFq",['📈 compre #babydoge e outras #memecoins na #okex 🐶🐕🦴\r\n\r\n#babydoge @babydogecoin\r\n#doge @dogecoin\r\n#elon @dogelonmars… httpstco7ueewcvgfq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
