time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1649131200,3534.76,3517.15,3524.46,5466.32,19266122.98,3525.74,direct,
1649134800,3528.16,3519.05,3525.74,3220.17,11344700.87,3521.33,direct,
1649138400,3523.91,3509.93,3521.33,7252.58,25522878.4,3518.34,direct,
1649142000,3536.44,3514.98,3518.34,10775.56,38009559.1,3526.97,direct,
1649145600,3529.39,3514.52,3526.97,11140.63,39234196.05,3524.41,direct,
1649149200,3527.27,3507.66,3524.41,5398.17,18994389.69,3509.04,direct,
1649152800,3520.41,3504.26,3509.04,6527.0,22925845.05,3517.16,direct,
1649156400,3525.2,3510.71,3517.16,3333.32,11731643.52,3523.21,direct,
1649160000,3553.56,3509.06,3523.21,24785.83,87610252.3,3509.42,direct,
1649163600,3516.17,3468.36,3509.42,19229.19,67044409.45,3478.34,direct,
1649167200,3483.75,3441.23,3478.34,31565.24,109035133.62,3452.64,direct,
1649170800,3467.98,3444.99,3452.64,14913.74,51555493.16,3453.4,direct,
1649174400,3477.3,3435.53,3453.4,27206.02,94095451.81,3463.95,direct,
1649178000,3477.43,3450.23,3463.95,11149.91,38643762.24,3451.33,direct,
1649181600,3457.12,3443.74,3451.33,12310.07,42432270.33,3445.62,direct,
1649185200,3467.62,3419.7,3445.62,19868.5,68406635.25,3464.27,direct,
1649188800,3471.54,3418.25,3464.27,14630.87,50384337.26,3441.23,direct,
1649192400,3454.04,3426.76,3441.23,4958.13,17060069.16,3453.4,direct,
1649196000,3462.2,3436.8,3453.4,7566.98,26104977.93,3444.23,direct,
1649199600,3448.94,3397.01,3444.23,14244.97,48665298.46,3406.48,direct,
1649203200,3407.48,3273.65,3406.48,57529.13,192040020.75,3326.49,direct,
1649206800,3355.03,3324.95,3326.49,14287.97,47710311.12,3344.73,direct,
1649210400,3357.64,3340.67,3344.73,9213.43,30866002.82,3344.02,direct,
1649214000,3350.99,3337.19,3344.02,8757.29,29278895.37,3342.24,direct,
1649217600,3360.43,3325.09,3342.24,9357.3,31309228.0,3359.55,direct,
1649217600,3360.43,3325.09,3342.24,9357.3,31309228.0,3359.55,direct,
1649221200,3373.99,3356.45,3359.55,6921.53,23298333.22,3368.45,direct,
1649224800,3371.5,3352.06,3368.45,10057.8,33823052.16,3368.69,direct,
1649228400,3372.75,3341.29,3368.69,7289.84,24488063.79,3346.06,direct,
1649232000,3360.44,3333.78,3346.06,8005.92,26782689.03,3357.61,direct,
1649235600,3358.99,3335.58,3357.61,11047.96,36929243.12,3348.13,direct,
1649239200,3355.2,3314.05,3348.13,13338.49,44462589.54,3326.67,direct,
1649242800,3331.04,3280.93,3326.67,27272.3,90044496.54,3304.96,direct,
1649246400,3325.04,3288.9,3304.96,10950.02,36254704.02,3306.89,direct,
1649250000,3320.42,3253.74,3306.89,34450.7,113218469.94,3253.76,direct,
1649253600,3274.22,3230.92,3253.76,44668.02,145157125.41,3257.85,direct,
1649257200,3264.11,3218.88,3257.85,32550.81,105571079.5,3256.36,direct,
1649260800,3261.34,3186.32,3256.36,46054.13,148137335.98,3211.88,direct,
1649264400,3230.29,3181.41,3211.88,28574.58,91555861.84,3219.84,direct,
1649268000,3263.77,3174.34,3219.84,45626.07,146535221.0,3238.45,direct,
1649271600,3248.92,3205.92,3238.45,21711.66,70099670.79,3224.21,direct,
1649275200,3240.66,3199.94,3224.21,9246.24,29790608.94,3234.37,direct,
1649278800,3241.18,3219.57,3234.37,5161.94,16671044.42,3227.81,direct,
1649282400,3232.7,3187.17,3227.81,8486.75,27229111.8,3189.56,direct,
1649286000,3207.25,3162.57,3189.56,14496.93,46112561.67,3168.91,direct,
1649289600,3205.98,3143.89,3168.91,18178.53,57690293.66,3154.42,direct,
1649293200,3196.23,3149.72,3154.42,10708.12,33972564.29,3193.21,direct,
1649296800,3198.43,3168.97,3193.21,10692.56,34037864.58,3186.07,direct,
1649300400,3192.88,3169.07,3186.07,7691.22,24479448.92,3186.48,direct,
1649304000,3211.73,3184.46,3186.48,9200.88,29439237.96,3207.05,direct,
