time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1649131200,97.06,96.64,96.67,8685.72,842667.65,97.02,multiply,BTC
1649134800,97.13,96.47,97.02,8408.38,811573.6,96.52,multiply,BTC
1649138400,96.88,95.01,96.52,33057.1,3157746.11,95.52,multiply,BTC
1649142000,96.24,95.35,95.52,14855.48,1428321.49,96.15,multiply,BTC
1649145600,96.18,95.44,96.15,7922.12,758660.3,95.76,multiply,BTC
1649149200,95.7,95.0,95.76,8448.71,805750.83,95.37,multiply,BTC
1649152800,95.64,95.22,95.37,5592.22,534594.62,95.6,multiply,BTC
1649156400,96.92,95.61,95.6,17997.49,1740901.2,96.73,multiply,BTC
1649160000,97.15,96.35,96.73,15384.27,1482283.77,96.35,multiply,BTC
1649163600,95.82,95.03,96.35,19126.09,1825464.68,95.44,multiply,BTC
1649167200,95.59,93.27,95.33,111295.81,10455714.39,93.86,direct,
1649170800,99.02,93.51,93.86,70498.46,6649872.45,93.7,direct,
1649174400,94.3,92.98,93.7,86607.41,8116381.51,93.73,direct,
1649178000,94.15,93.37,93.73,36720.48,3443318.6,93.63,direct,
1649181600,93.97,93.46,93.63,31974.05,2994371.64,93.64,direct,
1649185200,93.64,92.03,93.64,98045.5,9077027.84,92.92,direct,
1649188800,93.28,92.04,92.92,35335.3,3269778.41,92.14,direct,
1649192400,92.5,92.01,92.14,24985.84,2305176.21,92.46,direct,
1649196000,92.58,91.89,92.46,29239.48,2695262.02,91.99,direct,
1649199600,92.2,90.71,91.99,64024.44,5850073.1,90.99,direct,
1649203200,91.03,86.42,90.99,246460.95,21950403.37,88.97,direct,
1649206800,90.42,88.85,88.97,65328.7,5868424.77,90.0,direct,
1649210400,90.77,89.79,90.0,50749.36,4584151.05,89.79,direct,
1649214000,89.95,89.17,89.79,48234.76,4322581.51,89.17,direct,
1649217600,90.63,88.73,89.17,29987.55,2693362.07,90.54,direct,
1649217600,90.63,88.73,89.17,29987.55,2693362.07,90.54,direct,
1649221200,90.93,90.39,90.54,30146.75,2734739.39,90.65,direct,
1649224800,90.8,89.21,90.65,61460.04,5534346.38,90.8,direct,
1649228400,90.85,89.8,90.8,13306.32,1201685.06,89.92,direct,
1649232000,90.13,89.37,89.92,11944.51,1072226.18,89.85,direct,
1649235600,89.85,89.12,89.85,12137.86,1084925.42,89.47,direct,
1649239200,89.59,87.39,89.47,44141.05,3909872.88,87.78,direct,
1649242800,87.91,86.21,87.78,105405.25,9172369.84,87.04,direct,
1649246400,88.08,86.76,87.04,56436.06,4928908.25,86.89,direct,
1649250000,87.67,84.47,86.89,135475.48,11640954.31,84.62,direct,
1649253600,85.95,83.48,84.62,130911.96,11111561.58,85.43,direct,
1649257200,85.61,83.57,85.43,116891.2,9913662.72,85.14,direct,
1649260800,85.42,83.52,85.14,72505.25,6112736.75,84.26,direct,
1649264400,85.79,83.03,84.26,110387.48,9317609.23,85.23,direct,
1649268000,86.69,82.91,85.23,152011.5,12894231.83,85.76,direct,
1649271600,86.48,84.82,85.76,105241.54,9034943.47,85.9,direct,
1649275200,86.64,85.6,85.9,38867.88,3351517.93,86.26,direct,
1649278800,86.46,85.23,86.26,27931.45,2393930.74,85.3,direct,
1649282400,85.49,84.01,85.3,46207.3,3915010.38,84.2,direct,
1649286000,84.68,82.63,84.2,89109.07,7456164.32,82.94,direct,
1649289600,84.56,81.41,82.94,132720.15,11030276.89,81.99,direct,
1649293200,83.88,81.88,81.99,80865.7,6690969.29,83.75,direct,
1649296800,83.95,82.42,83.75,63072.64,5243505.28,83.78,direct,
1649300400,83.91,82.49,83.78,36448.54,3035102.17,83.36,direct,
1649304000,84.3,82.85,83.36,25895.83,2164354.09,83.92,direct,
