time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1649131200,0.1527,0.1495,0.1503,34376752.06,5204006.71,0.1522,direct,
1649134800,0.1549,0.1512,0.1522,33155081.18,5076783.53,0.154,direct,
1649138400,0.1545,0.1515,0.154,29310302.17,4485583.65,0.1521,direct,
1649142000,0.1532,0.1516,0.1521,16278422.08,2477145.31,0.153,direct,
1649145600,0.153,0.1506,0.153,21319389.78,3229497.08,0.1511,direct,
1649149200,0.1512,0.1502,0.1511,9596823.71,1446334.95,0.1502,direct,
1649152800,0.1555,0.1497,0.1502,47870622.62,7343810.37,0.1532,direct,
1649156400,0.1534,0.151,0.1532,27811653.71,4236222.55,0.152,direct,
1649160000,0.1577,0.1515,0.152,132748559.71,20703355.51,0.1571,direct,
1649163600,0.1599,0.1543,0.1571,181069405.9,28504604.76,0.1576,direct,
1649167200,0.1635,0.1546,0.1576,228543239.04,36598070.34,0.1627,direct,
1649170800,0.1642,0.1595,0.1627,103152286.84,16650406.35,0.1619,direct,
1649174400,0.1721,0.1604,0.1619,219286639.76,36729083.26,0.1719,direct,
1649178000,0.1796,0.1682,0.1719,321424178.91,55994532.73,0.1697,direct,
1649181600,0.1727,0.1652,0.1697,187889737.23,31545682.75,0.1667,direct,
1649185200,0.1674,0.1622,0.1667,126336145.17,20837348.83,0.1668,direct,
1649188800,0.168,0.1633,0.1668,95791121.4,15854280.65,0.1661,direct,
1649192400,0.1685,0.1648,0.1661,50148729.27,8366672.57,0.1684,direct,
1649196000,0.1719,0.1651,0.1684,74335454.33,12522009.23,0.1705,direct,
1649199600,0.1746,0.1692,0.1705,127735050.24,21958617.75,0.1724,direct,
1649203200,0.1743,0.1594,0.1724,232440160.86,38684488.03,0.1644,direct,
1649206800,0.1654,0.158,0.1644,111272178.66,18016962.33,0.1603,direct,
1649210400,0.1635,0.16,0.1603,74937882.61,12133916.44,0.162,direct,
1649214000,0.1621,0.1597,0.162,47979857.59,7717701.42,0.1602,direct,
1649217600,0.1627,0.1586,0.1602,49974152.16,8048890.06,0.1621,direct,
1649217600,0.1627,0.1586,0.1602,49974152.16,8048890.06,0.1621,direct,
1649221200,0.164,0.1613,0.1621,29038682.1,4724841.48,0.1618,direct,
1649224800,0.1635,0.1606,0.1618,21600288.7,3494338.69,0.1633,direct,
1649228400,0.1664,0.1609,0.1633,49629567.14,8131546.39,0.1609,direct,
1649232000,0.1622,0.1593,0.1609,30286049.03,4866099.59,0.1619,direct,
1649235600,0.1622,0.156,0.1619,52851658.16,8369589.69,0.1579,direct,
1649239200,0.1581,0.1536,0.1579,57955364.71,9024204.7,0.1544,direct,
1649242800,0.155,0.1513,0.1544,82795064.91,12680353.47,0.1534,direct,
1649246400,0.1549,0.1522,0.1534,53838511.03,8265010.41,0.1526,direct,
1649250000,0.1544,0.1467,0.1526,108406993.55,16304962.63,0.1478,direct,
1649253600,0.1498,0.1464,0.1478,81456984.41,12103989.22,0.149,direct,
1649257200,0.1506,0.1468,0.149,60914427.92,9070751.11,0.1498,direct,
1649260800,0.1505,0.145,0.1498,56555056.62,8348094.63,0.147,direct,
1649264400,0.1493,0.1447,0.147,75164782.45,11051262.19,0.148,direct,
1649268000,0.1502,0.1418,0.148,120939412.46,17645238.19,0.1472,direct,
1649271600,0.1477,0.1449,0.1472,31830468.34,4654788.58,0.1467,direct,
1649275200,0.1474,0.1451,0.1467,48358052.44,7078178.04,0.1473,direct,
1649278800,0.1475,0.1454,0.1473,23108251.64,3383406.42,0.1463,direct,
1649282400,0.1471,0.1428,0.1463,46751892.89,6759936.18,0.1429,direct,
1649286000,0.1453,0.1424,0.1429,62119086.34,8928346.06,0.1434,direct,
1649289600,0.1459,0.1401,0.1434,91766448.13,13121379.04,0.141,direct,
1649293200,0.1434,0.1408,0.141,42597260.83,6050298.86,0.1433,direct,
1649296800,0.1434,0.1404,0.1433,32681084.39,4622891.46,0.1424,direct,
1649300400,0.1431,0.1414,0.1424,17792720.11,2534122.54,0.1428,direct,
1649304000,0.1445,0.1425,0.1428,19509081.9,2806390.02,0.1442,direct,
