time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1649131200,133.93,132.96,133.4,47087.83,6282078.73,133.49,direct,
1649134800,134.23,132.67,133.49,35087.78,4682323.14,133.02,direct,
1649138400,133.33,131.49,133.02,31998.73,4241291.94,132.16,direct,
1649142000,133.77,132.05,132.16,32779.99,4356859.74,133.35,direct,
1649145600,133.42,132.16,133.35,26687.58,3543414.38,132.82,direct,
1649149200,133.42,131.71,132.82,32128.11,4257852.88,131.95,direct,
1649152800,133.62,131.51,131.95,56252.88,7462215.96,133.02,direct,
1649156400,134.86,132.74,133.02,84766.93,11352885.17,134.55,direct,
1649160000,136.63,134.15,134.55,148814.68,20167531.41,135.13,direct,
1649163600,135.58,132.26,135.13,163656.38,21863154.78,132.84,direct,
1649167200,133.11,129.47,132.84,232578.53,30357352.87,129.73,direct,
1649170800,132.17,129.24,129.73,185841.96,24234736.52,131.49,direct,
1649174400,133.49,129.97,131.49,197437.3,26114869.91,132.92,direct,
1649178000,133.62,131.63,132.92,113564.37,15089156.23,132.02,direct,
1649181600,132.47,130.83,132.02,75316.12,9917703.24,131.14,direct,
1649185200,131.92,129.29,131.14,147002.65,19178116.48,131.19,direct,
1649188800,131.48,128.75,131.19,82479.72,10715817.36,130.01,direct,
1649192400,130.19,129.15,130.01,53321.52,6910782.66,129.89,direct,
1649196000,130.38,128.14,129.89,98236.4,12701103.08,128.68,direct,
1649199600,128.71,126.09,128.68,190929.3,24279356.3,126.83,direct,
1649203200,126.94,120.25,126.83,434746.76,53776936.03,124.58,direct,
1649206800,125.6,124.27,124.58,118630.61,14828687.98,125.07,direct,
1649210400,126.15,124.79,125.07,83016.94,10425848.57,125.13,direct,
1649214000,125.15,123.39,125.13,94839.33,11777286.99,123.7,direct,
1649217600,125.56,123.07,123.7,77107.36,9604033.96,125.47,direct,
1649217600,125.56,123.07,123.7,77107.36,9604033.96,125.47,direct,
1649221200,126.89,125.46,125.47,76563.55,9670760.68,126.63,direct,
1649224800,127.06,125.48,126.63,58612.87,7401366.24,127.02,direct,
1649228400,127.39,125.34,127.02,69016.67,8741663.24,125.53,direct,
1649232000,125.77,124.54,125.53,56133.84,7027507.18,125.44,direct,
1649235600,125.56,123.57,125.44,60349.05,7498677.31,124.53,direct,
1649239200,124.62,121.9,124.53,111381.72,13697857.81,122.09,direct,
1649242800,122.66,119.34,122.09,294281.82,35601534.32,121.64,direct,
1649246400,123.2,120.69,121.64,146377.56,17891544.97,122.01,direct,
1649250000,123.12,118.54,122.01,354964.6,42672704.82,119.11,direct,
1649253600,119.3,116.8,119.11,529063.98,62529573.84,117.51,direct,
1649257200,118.07,114.88,117.51,362645.29,42321686.17,117.64,direct,
1649260800,118.43,115.01,117.64,237756.66,27690621.64,116.14,direct,
1649264400,118.32,114.66,116.14,254456.94,29633611.92,117.54,direct,
1649268000,120.54,114.8,117.54,408049.0,47980049.06,119.22,direct,
1649271600,119.73,117.54,119.22,149747.65,17765503.34,118.81,direct,
1649275200,119.41,117.78,118.81,89034.89,10568172.4,118.44,direct,
1649278800,119.62,117.27,118.44,78153.33,9251054.16,117.27,direct,
1649282400,117.88,115.09,117.27,142309.06,16534492.91,115.2,direct,
1649286000,116.24,112.16,115.2,282032.41,32138825.9,112.99,direct,
1649289600,114.91,110.96,112.99,321634.53,36368870.38,111.97,direct,
1649293200,114.7,111.88,111.97,204733.4,23227497.71,114.57,direct,
1649296800,114.84,112.63,114.57,155237.03,17675396.72,114.71,direct,
1649300400,114.89,112.81,114.71,113937.86,12960822.01,113.76,direct,
1649304000,114.77,113.53,113.76,75901.68,8661098.12,114.44,direct,
