,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
0,1646416200,2684.38,2684.38,2684.6,76.62,205676.88,2684.38,multiply,BTC
1,1646416260,2684.47,2682.97,2683.05,50.86,136523.86,2684.47,direct,
2,1646416320,2686.19,2684.34,2684.47,53.03,142454.97,2686.19,direct,
3,1646416380,2687.77,2686.95,2685.73,53.7,144311.11,2687.36,multiply,BTC
4,1646416440,2691.49,2687.3,2687.3,93.05,250361.78,2689.5,direct,
5,1646416500,2690.08,2689.16,2689.5,77.23,207748.61,2690.08,direct,
6,1646416560,2691.98,2690.04,2690.08,60.16,161925.92,2690.16,direct,
7,1646416620,2691.83,2690.16,2690.16,22.96,61818.24,2691.42,direct,
8,1646416680,2691.52,2690.42,2691.42,13.97,37572.75,2691.2,direct,
9,1646416740,2691.44,2690.69,2691.2,89.32,240561.06,2690.81,direct,
10,1646416800,2692.9,2690.35,2690.81,104.71,282073.0,2692.33,direct,
11,1646416860,2694.61,2691.81,2692.33,93.76,252634.38,2694.61,direct,
12,1646416920,2695.38,2694.25,2694.61,78.43,211551.05,2694.74,direct,
13,1646416980,2695.81,2694.67,2694.74,24.11,65000.37,2695.64,direct,
14,1646417040,2696.41,2695.42,2695.64,19.68,53074.43,2695.97,direct,
15,1646417100,2696.62,2695.01,2695.97,172.84,465821.58,2695.27,direct,
16,1646417160,2695.91,2695.27,2695.27,95.21,256875.37,2695.61,direct,
17,1646417220,2695.29,2695.29,2696.33,53.57,144386.83,2695.29,multiply,BTC
18,1646417280,2695.65,2695.24,2695.29,109.38,294805.33,2695.24,multiply,BTC
19,1646417340,2695.22,2693.99,2695.24,120.56,324787.4,2693.99,multiply,BTC
20,1646417400,2691.41,2690.19,2693.99,139.56,375499.56,2690.6,multiply,BTC
21,1646417460,2690.59,2690.59,2690.6,47.67,128260.39,2690.59,multiply,BTC
22,1646417520,2690.38,2689.07,2689.92,35.22,94739.68,2689.4,direct,
23,1646417580,2690.43,2690.02,2690.35,106.56,286648.69,2690.02,multiply,BTC
24,1646417640,2689.54,2688.63,2689.33,24.04,64628.01,2688.63,direct,
25,1646417700,2689.41,2687.95,2688.63,31.22,83929.88,2689.41,direct,
26,1646417760,2689.06,2688.66,2689.97,84.19,226357.89,2688.66,multiply,BTC
27,1646417820,2688.0,2682.7,2688.0,120.99,324838.29,2683.25,direct,
28,1646417880,2684.33,2683.25,2683.25,43.49,116633.5,2684.19,direct,
29,1646417940,2685.14,2684.06,2684.19,19.98,53680.57,2685.14,direct,
30,1646418000,2687.94,2687.54,2685.32,49.81,133886.52,2687.94,multiply,BTC
31,1646418060,2688.03,2686.73,2686.73,41.2,110769.59,2687.44,direct,
32,1646418120,2688.82,2686.64,2687.44,40.08,107735.77,2686.71,direct,
33,1646418180,2686.78,2685.12,2686.71,42.44,113940.28,2685.44,direct,
34,1646418240,2685.95,2684.59,2685.44,38.47,103355.98,2684.59,direct,
35,1646418300,2686.44,2686.03,2685.16,45.14,121265.91,2686.44,multiply,BTC
36,1646418360,2687.22,2686.4,2686.44,49.18,132137.4,2686.81,multiply,BTC
37,1646418420,2686.75,2685.17,2686.01,112.0,300690.7,2685.17,direct,
38,1646418480,2686.59,2685.17,2685.17,41.6,111799.68,2686.41,direct,
39,1646418540,2687.23,2685.7,2686.41,15.67,42063.91,2685.7,direct,
40,1646418600,2686.32,2684.82,2685.7,20.08,53933.7,2685.3,direct,
41,1646418660,2687.89,2687.08,2686.26,48.1,129287.74,2687.89,multiply,BTC
42,1646418720,2687.27,2686.54,2686.55,18.09,48628.36,2687.27,direct,
43,1646418780,2688.9,2686.68,2687.27,28.19,75815.16,2688.74,direct,
44,1646418840,2689.3,2688.21,2688.74,119.83,322176.72,2688.62,direct,
45,1646418900,2688.85,2688.12,2688.62,70.96,190777.76,2688.85,direct,
46,1646418960,2689.02,2688.61,2689.79,102.79,276362.28,2688.61,multiply,BTC
47,1646419020,2687.34,2687.34,2688.61,79.53,213723.88,2687.34,multiply,BTC
48,1646419080,2688.99,2686.56,2686.73,97.02,260742.05,2688.19,direct,
49,1646419140,2689.91,2689.09,2688.75,47.19,126936.67,2689.91,multiply,BTC
50,1646419200,2689.44,2687.28,2689.21,75.13,202029.31,2687.79,direct,
51,1646419260,2687.79,2683.62,2687.79,71.68,192389.72,2683.62,direct,
52,1646419320,2683.62,2675.87,2683.62,279.39,748133.9,2675.99,direct,
53,1646419380,2679.19,2676.34,2679.01,88.11,235884.09,2677.15,multiply,BTC
54,1646419440,2678.43,2674.4,2674.4,46.05,123243.08,2676.71,direct,
55,1646419500,2676.13,2675.32,2675.5,79.01,211376.72,2675.32,multiply,BTC
56,1646419560,2675.15,2675.15,2675.32,51.19,136940.84,2675.15,multiply,BTC
57,1646419620,2676.27,2675.15,2676.25,375.17,1002925.68,2675.15,direct,
58,1646419680,2675.95,2675.55,2675.31,64.26,171930.65,2675.55,multiply,BTC
59,1646419740,2676.17,2673.74,2675.48,59.15,158195.94,2674.81,direct,
60,1646419800,2676.27,2675.86,2675.32,50.43,134943.67,2675.86,multiply,BTC
61,1646419860,2677.44,2676.63,2675.86,52.1,139494.72,2677.44,multiply,BTC
62,1646419920,2676.74,2675.93,2677.44,37.86,101325.98,2676.33,multiply,BTC
63,1646419980,2676.51,2676.51,2676.33,34.5,92339.68,2676.51,multiply,BTC
64,1646420040,2676.36,2675.55,2676.51,76.26,204037.07,2675.55,multiply,BTC
65,1646420100,2678.03,2677.62,2675.55,132.71,355400.83,2678.03,multiply,BTC
66,1646420160,2678.1,2677.0,2677.77,24.15,64637.84,2677.05,direct,
67,1646420220,2677.14,2675.68,2677.05,37.18,99433.45,2675.68,direct,
68,1646420280,2676.25,2675.61,2675.68,26.8,71672.29,2675.75,direct,
69,1646420340,2675.75,2672.37,2675.75,104.49,279140.72,2672.69,direct,
70,1646420400,2674.5,2672.19,2672.69,143.6,383963.94,2673.98,direct,
71,1646420460,2674.04,2671.35,2673.98,51.46,137418.86,2671.38,direct,
72,1646420520,2671.63,2670.71,2671.38,52.16,139228.66,2670.71,direct,
73,1646420580,2670.71,2667.44,2670.71,567.05,1511207.53,2667.44,direct,
74,1646420640,2667.67,2663.36,2667.44,215.65,573651.82,2663.37,direct,
75,1646420700,2665.09,2663.37,2663.37,118.63,315519.4,2663.74,direct,
76,1646420760,2660.87,2660.06,2660.3,76.17,202678.13,2660.87,multiply,BTC
77,1646420820,2661.98,2660.34,2660.34,83.57,222338.02,2661.51,direct,
78,1646420880,2661.57,2658.3,2661.51,81.5,216575.06,2658.3,direct,
