,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
0,1648496880,111.99,111.91,111.92,1396.08,156205.2,111.96,direct,
1,1648496940,111.96,111.81,111.96,2749.62,307510.54,111.84,direct,
2,1648497000,111.84,111.6,111.84,6116.54,683194.12,111.6,direct,
3,1648497060,111.6,111.32,111.6,9660.2,1076225.15,111.51,direct,
4,1648497120,111.58,111.09,111.51,10995.12,1222366.11,111.1,direct,
5,1648497180,111.28,110.91,111.1,7115.81,790109.5,111.28,direct,
6,1648497240,111.37,111.21,111.28,2412.21,268565.78,111.28,direct,
7,1648497300,111.39,111.28,111.28,1737.89,193524.29,111.33,direct,
8,1648497360,111.44,111.28,111.33,3893.84,433485.86,111.44,direct,
9,1648497420,111.49,111.37,111.44,3949.15,440045.89,111.39,direct,
10,1648497480,111.39,111.26,111.39,2101.59,233845.31,111.27,direct,
11,1648497540,111.52,111.27,111.27,2330.75,259602.18,111.38,direct,
12,1648497600,111.39,111.22,111.38,1447.86,161130.2,111.23,direct,
13,1648497660,111.27,111.21,111.23,1776.03,197571.73,111.26,direct,
14,1648497720,111.5,111.26,111.26,3782.56,421035.21,111.44,direct,
15,1648497780,111.63,111.44,111.44,2565.57,286269.7,111.54,direct,
16,1648497840,111.54,111.29,111.54,825.82,91996.47,111.3,direct,
17,1648497900,111.32,111.25,111.3,1268.4,141124.68,111.32,direct,
18,1648497960,111.32,111.14,111.32,821.01,91273.26,111.17,direct,
19,1648498020,111.17,111.07,111.17,514.16,57117.71,111.1,direct,
20,1648498080,111.13,111.04,111.1,2040.4,226525.65,111.07,direct,
21,1648498140,111.13,110.96,111.07,2371.45,263291.75,111.07,direct,
22,1648498200,111.11,110.97,111.07,1483.64,164708.42,111.1,direct,
23,1648498260,111.11,110.94,111.1,862.53,95744.93,110.96,direct,
24,1648498320,111.12,110.96,110.96,946.95,105126.75,111.11,direct,
25,1648498380,111.16,111.1,111.11,1399.82,155610.21,111.14,direct,
26,1648498440,111.14,111.04,111.14,1079.94,119964.3,111.06,direct,
27,1648498500,111.21,111.05,111.06,1009.84,112260.62,111.2,direct,
28,1648498560,111.22,111.02,111.2,1777.87,197433.75,111.05,direct,
29,1648498620,111.05,110.95,111.05,919.56,102047.38,110.97,direct,
30,1648498680,111.13,110.96,110.97,1397.89,155318.76,111.08,direct,
31,1648498740,111.09,111.01,111.08,574.95,63843.76,111.02,direct,
32,1648498800,111.26,111.02,111.02,711.0,79023.29,111.25,direct,
33,1648498860,111.3,111.24,111.25,1011.61,112555.98,111.24,direct,
34,1648498920,111.29,111.22,111.24,688.66,76611.51,111.23,direct,
35,1648498980,111.32,111.23,111.23,545.73,60726.15,111.31,direct,
36,1648499040,111.42,111.31,111.31,4376.74,487342.94,111.4,direct,
37,1648499100,111.44,111.34,111.4,794.27,88474.0,111.36,direct,
38,1648499160,111.47,111.35,111.36,690.92,77001.13,111.47,direct,
39,1648499220,111.5,111.32,111.47,352.41,39246.52,111.32,direct,
40,1648499280,111.32,111.28,111.32,416.72,46370.77,111.28,direct,
41,1648499340,111.34,111.28,111.28,202.43,22532.48,111.31,direct,
