time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1649044800,96.97,96.55,96.54,5622.71,543138.63,96.6,multiply,BTC
1649048400,97.33,96.87,96.6,7829.25,760935.06,97.19,multiply,BTC
1649052000,97.24,96.82,97.19,5255.04,510990.03,97.24,multiply,BTC
1649055600,97.53,96.88,97.24,7469.38,727086.76,97.34,multiply,BTC
1649059200,97.29,96.88,97.34,6928.77,672532.58,97.06,multiply,BTC
1649062800,96.89,96.11,97.06,9610.73,923682.58,96.11,multiply,BTC
1649066400,96.31,94.98,96.11,26466.9,2524657.29,95.39,multiply,BTC
1649070000,96.3,95.33,95.39,9417.51,906915.27,96.3,multiply,BTC
1649073600,96.02,95.01,96.3,11812.72,1125547.03,95.28,multiply,BTC
1649077200,95.74,94.31,95.28,38757.0,3664137.52,94.54,multiply,BTC
1649080800,94.02,92.64,94.54,32147.46,2991484.79,93.06,multiply,BTC
1649084400,93.37,92.0,92.98,18178.53,1680543.8,92.29,direct,
1649088000,93.11,92.34,92.33,44525.39,4143861.94,93.07,multiply,BTC
1649091600,92.4,91.22,93.07,21385.51,1967249.23,91.99,multiply,BTC
1649095200,92.96,91.87,91.99,16622.62,1545272.83,92.96,multiply,BTC
1649098800,94.56,93.82,92.96,17355.2,1635451.25,94.23,multiply,BTC
1649102400,95.04,94.34,94.23,11075.07,1044840.47,94.34,multiply,BTC
1649106000,95.19,94.63,94.34,9017.35,855841.07,94.91,multiply,BTC
1649109600,95.71,95.19,94.91,35282.64,3368539.91,95.47,multiply,BTC
1649113200,96.06,95.18,95.47,12948.7,1243876.61,96.06,multiply,BTC
1649116800,97.18,95.88,96.06,22812.05,2193620.93,96.16,multiply,BTC
1649120400,97.26,96.04,96.16,16583.78,1596633.05,96.28,multiply,BTC
1649124000,96.63,96.12,96.28,5707.97,550511.81,96.45,multiply,BTC
1649127600,96.69,96.09,96.39,3343.83,321746.66,96.59,direct,
1649131200,97.06,96.64,96.67,8685.72,842667.65,97.02,multiply,BTC
